character_id,character_name,character_gender,character_job,character_house,character_wand,character_patronus,character_species,character_blood_status,character_hair_colour,character_eye_colour,character_loyalty,character_skills,character_birth,character_death,character_first_name,character_primary_name,character2_actor,character2_image_URL,character_death_T/F,book_number,book_mentions,book_name,book_year,movie_number,movie_mentions,movie_name,movie_year
96,Alastor Moody,Male,Auror,,Unknown,Non-corporeal,Human,Pure-blood,Grey,"One dark, one electric blue",Order of the Phoenix,"A highly accomplished Auror and an outstanding duellist, also skilled in non-verbal magic",Pre 1960,"27 July, 1997",Alastor,Alastor,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
96,Alastor Moody,Male,Auror,,Unknown,Non-corporeal,Human,Pure-blood,Grey,"One dark, one electric blue",Order of the Phoenix,"A highly accomplished Auror and an outstanding duellist, also skilled in non-verbal magic",Pre 1960,"27 July, 1997",Alastor,Alastor,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,4,6,Harry Potter and the Goblet of Fire,2000,4,6,Harry Potter and the Goblet of Fire,2005
96,Alastor Moody,Male,Auror,,Unknown,Non-corporeal,Human,Pure-blood,Grey,"One dark, one electric blue",Order of the Phoenix,"A highly accomplished Auror and an outstanding duellist, also skilled in non-verbal magic",Pre 1960,"27 July, 1997",Alastor,Alastor,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,5,5,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
96,Alastor Moody,Male,Auror,,Unknown,Non-corporeal,Human,Pure-blood,Grey,"One dark, one electric blue",Order of the Phoenix,"A highly accomplished Auror and an outstanding duellist, also skilled in non-verbal magic",Pre 1960,"27 July, 1997",Alastor,Alastor,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
96,Alastor Moody,Male,Auror,,Unknown,Non-corporeal,Human,Pure-blood,Grey,"One dark, one electric blue",Order of the Phoenix,"A highly accomplished Auror and an outstanding duellist, also skilled in non-verbal magic",Pre 1960,"27 July, 1997",Alastor,Alastor,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,7,1,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
96,Alastor Moody,Male,Auror,,Unknown,Non-corporeal,Human,Pure-blood,Grey,"One dark, one electric blue",Order of the Phoenix,"A highly accomplished Auror and an outstanding duellist, also skilled in non-verbal magic",Pre 1960,"27 July, 1997",Alastor,Alastor,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,True,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,0,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,0,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,2,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,13,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
76,Alecto Carrow,Female,Professor of Muggle Studies,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Spreading anti-Muggle propaganda,Pre 1981,,Alecto,Alecto,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,0,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,6,Harry Potter and the Order of the Phoenix,2003,5,1,Harry Potter and the Order of the Phoenix,2007
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,0,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
97,Alice Longbottom,Female,Auror,,Unknown,Unknown,Human,Pure-blood,Blonde,,Original Order of the Phoenix,Auror,,,Alice,Alice,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,1,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,5,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,16,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,2,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,28,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,1,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
24,Alicia Spinnet,Female,Student,Gryffindor,Unknown,Unknown,Human,Pure-blood or half-blood,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,1 September 1977- 31 August 1978,,Alicia,Alicia,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,28,Harry Potter and the Goblet of Fire,2000,4,2,Harry Potter and the Goblet of Fire,2005
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,0,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,0,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
102,Amos Diggory,Male,Employee of the Department for the Regulation and Control of Magical Creatures[,,Unknown,Non-corporeal,Human,Pure-blood or half-blood,Brown,Ruddy,Minister of Magic,Works for the Department for the Regulation and Control of Magical Creatures,,,Amos,Amos,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,0,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,0,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,6,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,13,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
77,Amycus Carrow,Male,Professor of Dark Arts,Slytherin,Unknown,Unknown,Human,Pure-blood or half-blood,,,Lord Voldemort  | Death Eaters,Cruciatus Curse,Pre 1982,,Amycus,Amycus,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,4,Harry Potter and the Philosophers Stone,1997,1,1,Harry Potter and the Philosophers Stone,2001
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,3,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,18,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,12,Harry Potter and the Goblet of Fire,2000,4,1,Harry Potter and the Goblet of Fire,2005
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,84,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,6,0,Harry Potter and the Half-Blood Prince,2005,6,0,Harry Potter and the Half-Blood Prince,2009
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,7,1,Harry Potter and the Deathly Hallows,2007,7,0,Harry Potter and the Deathly Hallows: Part 1,2010
22,Angelina Johnson,Female,Student,Gryffindor,Unknown,Unknown,Human,Unknown,Brown,Brown,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Chaser,"24 - 30 October, 1977",,Angelina,Angelina,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,,,,,8,0,Harry Potter and the Deathly Hallows: Part 2,2011
45,Anthony Goldstein,Male,Student,Ravenclaw,Unknown,Non-corporeal,Human,Half-blood,Blonde,Grey,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Prefect,1 September 1979- 31 August 1980,,Anthony,Anthony,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,1,0,Harry Potter and the Philosophers Stone,1997,1,0,Harry Potter and the Philosophers Stone,2001
45,Anthony Goldstein,Male,Student,Ravenclaw,Unknown,Non-corporeal,Human,Half-blood,Blonde,Grey,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Prefect,1 September 1979- 31 August 1980,,Anthony,Anthony,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,2,0,Harry Potter and the Chamber of Secrets,1998,2,0,Harry Potter and the Chamber of Secrets,2002
45,Anthony Goldstein,Male,Student,Ravenclaw,Unknown,Non-corporeal,Human,Half-blood,Blonde,Grey,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Prefect,1 September 1979- 31 August 1980,,Anthony,Anthony,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,3,0,Harry Potter and the Prisoner of Azkaban,1999,3,0,Harry Potter and the Prisoner of Azkaban,2004
45,Anthony Goldstein,Male,Student,Ravenclaw,Unknown,Non-corporeal,Human,Half-blood,Blonde,Grey,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Prefect,1 September 1979- 31 August 1980,,Anthony,Anthony,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,4,0,Harry Potter and the Goblet of Fire,2000,4,0,Harry Potter and the Goblet of Fire,2005
45,Anthony Goldstein,Male,Student,Ravenclaw,Unknown,Non-corporeal,Human,Half-blood,Blonde,Grey,"Dumbledore's Army |Hogwarts School of Witchcraft and Wizardry",Prefect,1 September 1979- 31 August 1980,,Anthony,Anthony,,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,False,5,7,Harry Potter and the Order of the Phoenix,2003,5,0,Harry Potter and the Order of the Phoenix,2007
